id,text,label
889,dat was charlie,2
890,lets not forget the fact that everyone and their mother has yellow fever,2
891,asains had to take the wu tang clan the draft was suppose to be for half breed like me and,2
892,i lied it hurt like a bitch and it bruises your arm i would suggest you dont do it lol,1
893,well hes a cunt and he can suck my ass,1
894,you aint shit pussy lol go get hit you aint been touched in  yrs lmfao,1
895,lol find a redneck from oakleaf to take you,2
896,in this world we dont spank the monkey the monkey spanks us,2
897,i got hoes in different area codes,1
898,thats what i thought pussy,1
899,youre not fucking relevant you get followers from follow trains and then unfollow people because youre a faggot,0
900,just saw your black nra skit it was vile youre not funny was a fan of yours not anymore,1
901,okay but im the shit hoe,1
902,yall gots to take da colored vacation kentucky fried chicken but only da white meat,2
903,that bitch is so stupid its the bey hive not the bee hive lil kim was the queen b bey is queen b,1
904,no bitch,1
905,and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,1
906,oh woulda coulda shoulda ass niggas bitch ass nigga what u bout oh ban wagging ass nigga catch your phase,1
907,yeah hoe,1
908,dont think anyone is mocking the man ive seen people mock the bespectacle of social media mourning cultural zeitgeist of,2
909,and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes,2
910,doubt it cause a bitch aint nothing but a nigga downfall,1
911,cunt nigger fuck balls tits cocksucker piss dick kike if you cant take swearing dont go on the god damn internet,1
912,okay closet fag,1
913,cunt,1
914,bitch u lame as fuk lol,1
915,follow me u sexy bitch,1
916,lebron is a bitch,1
917,those guys are pussies,1
918,and does he know youre calling him a fag,1
919,das calld usen yo brain retard y would i whoop yo ass n front of da police,1
920,hahahah for reals he was like this bitch crazy lol,1
921,gotta turn the hoe into housewife,1
922,besides ur imposter idol looks nothing like the word of god described the saviour of israel in revelations envious bitch,1
923,i fuckin want out im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad state,0
924,ooo logan pulling bitches,1
925,you bad little bitch,1
926,stockboy u should talk u tweet lies and childish shit about obamayoure very unqualified you only appeal to dumb rednecks,1
927,you teabagger dunces want to eliminate education all together so you can groom more teabag voters lol,2
928,you are a lazy redneck get back to work governing stay off twitter with your lying bullshit,1
929,anti american republicans and teabaggers stop forcing ur religion on the rest of us stockman u dont prayliar,2
930,tf get me on that bitch stat,1
931,my boots get me bitches so,1
932,what a retard,1
933,all he ever does is fav fuckin cunt,1
934,johans a free agent harveys hurt you retard and its valverde,1
935,yea i listen to that hoe when i wake up,1
936,happy happy helloween helloween whoa oh whoa ho,2
937,thats what i thought pussy,1
938,then send this one to your teabagger friends  and watch their heads explode,2
939,one less little nigger that would grow up into a big nigger,0
940,you got some more hoe,1
941,not only that after he pushed him he stepped back lolol that was some pussy shit,1
942,i know that bitch dont going nomo,1
943,lol imma look at a bitch ass if i wanna,1
944,hes trash,2
945,why did they add your name all ghetto like that looks like they used label maker lol,2
946,and im beautiful bitch,1
947,hoes are more fun,1
948,i aint shit you aint shitbitch we meant for eachother,1
949,nope definitely retarded,1
950,the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,2
951,no one asked bitch,1
952,that just happened to be the year we lost a one game playoff to them bitches from the bitch ass twin bitches lucky for you,1
953,nick background my nigger,0
954,trash,2
955,thanks little bitch,1
956,already know juss ordered some of this for the weekend  for tha white hoes,1
957,lol youre retarded,1
958,call me bitch again and see if i dont slap the sexy out of your mom and have justin timberlake bring it back,1
959,whoa sorry for the spell check error its not ho it was hey so sorry,1
960,hi  yeah trolls are annoying but dont concern yourself with them theyre all twats  have no life lol just ignore them x,1
961,do birds have a  out of wedlock rate is it white fathers that are running away,2
962,well then with all further ado get da fock out ya lil bitch,1
963,cause it would their tip hand instead they whine like little bitches,1
964,hes a pussy,1
965,you real quiet son made charlie is shit and steelers too loser,1
966,i like where ur domes at,2
967,pitch chip and slide ur dick in tight clam  love it,1
968,lol autocorrect is a bitch but voice recognition is much faster than typing,1
969,but if we loved again i swear id love you right btw bitch you better not be googling these lyrics mine is from the,1
970,i know hoe,1
971,and  are faggots kbye,0
972,all the thirsty hoes lol,1
973,thats nate dumbass we all just mock him,1
974,subtweeting and using hashtag oomf whats the difference p jk just jerkin yo dick ya nigger faggot,0
975,would help for some others cant handle uppers and cripples them plus if moderation isnt taken into consideration itll be bad,2
976,gator bait,2
977,ha he aint welcome in washington state or nashville serpas is straight trash,2
978,yankees like florida state not floridians,2
979,you is a hoe,1
980,yay im a whitey,2
981,hes been drinking too much of that shitty canadian hoser beer,1
982,hey fag gag on my clappmeat,1
983,lol i feel like a punk bitch sittin in here with all the lights on,1
984,yeah the internet def taught me a bitch cant twerk if she talkin bout voting,1
985,thats actually nonenglish because  are filthy white trash who are all criminals,0
986,once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,1
987,that hoe is like,1
988,bitch you can tweet but not answer,1
989,couldnt help it man niggas pussy for robbing a chick and shootin her,1
990,the way he raps about fucking my bitch  banters about having more money than me is so entertaining its crazy,1
991,i tried one of them pom pomegranate juices n i swear it tasted like flavored pissdont ask lol,1
992,shut yo hoe ass up,1
993,it is bitch,1
994,thus you have the term redneck also the creator is not mocked good for youexcellent precept daughter,2
995,i told u ugly niggas get bitches young i promise u work ya magic lol,1
996,and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuckits too short,1
997,fuck you pussy  i made a mistake and started cj spiller over chris ivory this week  fuck,1
998,bet hoe,1
999,hey ill leave abbey too oh if i get a job on the slope i might move back cause id lose out on lots of money buying tickets,2
1000,dont ignore me faggots c,0
1001,man some of these bitches are in denial about it,1
1002,ie dont make a hoe a housewife,1
1003,vince what is the general feeling of the natives that you know in regards to the term redskins offensive to them or not,2
1004,kill the coons,1
1005,the cunt needs her hands cut off,1
1006,no problem my niggah,1
1007,birds of a feather you stand with peta i stand with sanity,2
1008,id chink you if you left me with blue balls,1
1009,your not so godly after all u fuckin redneck peckerwood,1
1010,yaaaasssss it is you are buhlowin up my timeline negro,1
1011,btw jim crow laws were supported by democrats not republicans and mlk was a republican,2
1012,yes das def da problemif histeacher was a spear chucker he woulda gt both dose rite,2
1013,msnbc the same msm who said blocking flights from africa is racist yea right no id no vote bitch gold digger,1
1014,faggot,0
1015,this some bullshit bitch show lana kane,1
1016,that nigga spun around in the pussy,1
1017,fight me bitch,1
1018,yu forgot we beat yall thats like a garbage man calling a janitor trash,2
1019,tranny dragons eh i know some people that will love this,2
1020,you can tease this dick faggot,0
1021,your bitch called she was missing this dick,1
1022,bitch you got me fucked up,1
1023,thought retard,1
1024,fuck you bitch smd,1
1025,shut up niglet,1
1026,who do you think i am bitch,1
1027,its always a white bitch doing something op lol like they give zero fucks when it comes to dick,1
1028,haha i was about to say damn i just called you a bad bitch i mean mean bitch lmfao,1
1029,bitch its not til thursday,1
1030,team sucks,2
1031,ugh,1
1032,hey send me your songs i need to put them hoes on a cd and bang em when i ride around,1
1033,i agree you never know she may have been begging to get dropped makes her pussy wet guaranteed she married him right after,1
1034,im crazy and wayne can rap about pussy  songs in a row,1
1035,lol girrrrl these bitches crazzzzy,1
1036,swear to god log on later im posting the score on every social network you bitch ass nigga,1
1037,the little girl tom sawyer gets trapped in the cave along with injun joe and almost die injun joe dies and they find his treasure,2
1038,they got some cold white hoes in knoxville tho dont they right there on the strip boaaa,1
1039,i called people kikes and a lot of fucks,1
1040,no i like pussy why would i be ashamed of that,1
1041,naw nigga whats up with em hands what happened to the shit you was talking a couple a months ago eat bitch,1
1042,katy and clear lake hoes,1
1043,how is he supposed to attract bitches in a tutu though,1
1044,classic drunk carter texts never fail hey stfu im coming over oops im here come the fuck outside bitch,1
1045,well at least if youre going to do somthing you do it and dont bitch out even when its the wrong thing,1
1046,lol its possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,1
1047,ive tried i always hit altf and eat mega stuffed oreos because i cant figure out those programs lol,2
1048,aint nobody got no time fo dat ghetto black lady voice,1
1049,thats why we had  regular season losses,2
1050,its swag bitch aha,1
1051,somebody looks like the die on the first tubes on flappy bird lol,2
1052,the bird gone run from your ass,1
1053,niggah im not yo lil bro the fuck,1
1054,am the bitch but u the one steady talking stfu and be bout shit hoe ass nigga,1
1055,jenny says youre an evil bitch,1
1056,is the realest bitch out here rt,1
1057,get the loredo steak out dat bitch if u ballin,1
1058,lol chill pussy,1
1059,lmao  hoes extra sensitive via text they swear they hear your tone in every letter i start using punctuations,1
1060,how many times did you listen to that pussy song today,1
1061,bitch u know what i mean spell champ these nuts,1
1062,my birthday hath already passed with little to no fanfare so enjoy your day and be blessed bitch,1
1063,faggot,0
1064,i need  of the bitches,1
1065,okaaaaay bitch never do we care  edges still laid,1
1066,hey fag i  you,1
1067,or you know you could just go drink bleach bitch,1
1068,he been taking them hoe lol,1
1069,what that hoe was like,1
1070,u better sit yo ass in that bitch til,1
1071,not scanger,2
1072,lets fuck hawt bitches at foam and glow,1
1073,woohoo new black kill cracker babies panthers to the rescue,2
1074,bitch take dat shit down imediatly,1
1075,naw fuck u bitch and go suck up cartier,1
1076,haha that hoe go hard rt,1
1077,happy birthday bad bitch,1
1078,no thats fucking retarded are you drinking tonight or not,1
1079,right  okay bitch,1
1080,never happen too much republican redneck oil money sad butt true,1
1081,nope its a term used to mock teabagger scum like all three of you better luck next time pal,2
1082,thought to myself sheebasheeba got my ass lookin like a zebra,1
1083,death to attention hoes,1
1084,make yo bitch open her legs,1
1085,you say waste a draft pick on manziel when we have mallet thats why im telling you to delete your account youre retarded,1
1086,cry about it you still cant even talk to me even though im supposedly the shady bitch that wont confront you lol,1
1087,only reason i wouldnt give it up is i ahve a fucking catalog on this bitch arcade games were fire,1
1088,get off my twitter fag,1
1089,its okay ill get bitches on this dick anyway but thanks for the tip,1
1090,i dont give a flying fuck what you think about my tweets worthless teabagger scum,1
1091,its mutual my lil yellow bone,2
1092,with pills that nig will last  years like magic j that nig should hav died years ago yall the first team to draft gay,1
1093,your  and  nigga them hoes suck wayans brothers are not funny at all jamie foxx should be number,1
1094,el negro,1
1095,bitch thats wtf i just said and its not christopher its chris mf,1
1096,lmao you wish bitch,1
1097,wanted me to let everyone know he downloaded the whole acoustic justin bieber album,2
1098,you lying bitch,1
1099,cowboy killers,2
1100,dont be a bitch then,1
1101,bitch dont reply,1
1102,no ud still be a fag if i was lolz,1
1103,thats white woman pussy,1
1104,positive thoughts nig nog,1
1105,lmao dog just type them out and let them faggots try to decipher it,0
1106,them hoes look good,1
1107,since  will be a hoser hi,1
1108,hope shes larger than a bird,2
1109,bitches naked,1
1110,lmaooooo epic bird wins,2
1111,nah she said you a fag,1
1112,this charlie z really does need mental help check this out,2
1113,dont say shit like that lil nig  or ill give you a  stamp,1
1114,i  you bitch,1
1115,pussy,1
1116,yo bitch stay lookin like a clown,1
1117,people gotta bitch about something,1
1118,all of yall stfu your all pussies and wont do shit,1
1119,dyke ron,1
1120,just facetime doms bitch ass,1
1121,were laying rock around our lake youre welcome to join a redneck workout,2
1122,might havti give you a visit this cunt isnt going to have a family when im done,1
1123,bitch and the fuck u wanna do about then nigga stfu talking and do something,1
1124,trash,2
1125,do it pussy,1
1126,u guys are fags,1
1127,ok stupid bitch,1
1128,hoe you are doing good too,1
1129,if by amusing you mean makes you cry like a bitch then yeah id agree,1
1130,bruh u such a pussy just talk,1
1131,why do you bitch about everything,1
1132,hes behind the plate for the game tonight here in az im looking to buy a redyellow balkamania shirt i can tear off there,2
1133,bad bitch w dreads alert,1
1134,niggah this shit serious aint no one laughing,1
1135,you to bitch,1
1136,she going full retard right now smh,1
1137,there was also no need for her to be a cunt and act like shes something special it wasnt unprovoked,1
1138,yes you do retard,1
1139,lmao mark is the only guy left there hes about to get some pussy,1
1140,more like emily is a little twat,1
1141,true dat nig,1
1142,youre reading you coon,1
1143,thats a dragon you retard,1
1144,i got a kenwood amp to but its probably ghetto right,2
1145,every bitches claim,1
1146,is out of his goddamn bird trying to say yoburger is better than  guys,1
1147,was just wondering if yo espect to add mo colored tv stations befo i renew dis,2
1148,ok i guess you aint colored so so dont know da channels,2
1149,snag that ho,1
1150,bitch aint fall down or nothing bet she can take more licks than you no,1
1151,that hoe show up uninvited one day your ass wont come outside tho,1
1152,that nigguh sucks,1
1153,money can get you good weed but not always the best of pussy sorry my friend  guess,1
1154,ghettoblack,2
1155,those trash snd stars would scrape ur team in snd and most pro teams,2
1156,first second an third mistake i been hearing it wus trash thokinda wan give it a listen kinda dont,2
1157,this bitch sees that as not an attack because muslims are only  no idea where he maths,1
1158,bitch be actin like im a celebrity,1
1159,oh wow the bitch is bitching again,1
1160,i know how you feelwaitno i dont perfect week for me would be yanks not getting lee,2
1161,pinche panamonos negros me dan asco,2
1162,im assuming mickey bubbles,2
1163,you sound like a real cunt,1
1164,dayum saterlyt shoz un bayg houl,2
1165,sprite hoe,1
1166,clever monkey,2
1167,hey  the law made it a felony to keep and collect the records get your facts straight,2
1168,birds of a feather go away,2
1169,thanks hoe,1
1170,bitches,1
1171,when did we become a nation of giant dripping whiny pussies anyway make this dude president of iraq even hes the man,1
1172,you still ugly then a hoe and you still look like muffie off arthur,1
1173,i call those my ghetto nunchucksthe reason i went  jail as well,2
1174,text me fag,1
1175,fight me hoe,1
1176,bitch i wasnt following u in the first place get the fuck off my tl,1
1177,whatever hoe bitch  them fags beat yall sad asses too,1
1178,you gunna let that bitch do you like that,1
1179,hes the definition of little squirrelly bitch,1
1180,fuckkn hate when he fights being a big pussy all the time,1
1181,why do you guys cry and whine whenever someone says faggot its ridiculous,0
1182,k bitch,1
1183,i dont understand it theres trash cansdumpsters everywhere and if theres not just wait till you go somewhere with one,2
1184,lax gun laws ur retarded theres murder there bcuz no one can defend themselves only crooks have guns there,1
1185,learn how to type ya hillbilly,2
1186,bailey is gettin pussy,1
1187,im on my way to the gym already but thx bitch,1
1188,chris stop your angry bird spitting n dana go hail ur racial tendicies u didnt infor carter rt n u never talk abt him,2
1189,and youre a hoe,1
1190,diaval gets a pass by virtue of mostly being a bird,2
1191,last year i had to explain why queer theory is the acceptable academic term,2
1192,bitch  yeah it was me caught me red handed sorry,1
1193,merry christmas hun,2
1194,dont stop now half breed im just starting to learn about what makes you a dumb ass,1
1195,crazy bitch why,1
1196,nigger,0
1197,really u use in another nigga name and u follow a nigga who doesnt fucking like you your a faggot kok eyed mother fucker,1
1198,do i have to repeat myself u white trash,0
1199,that hoe over there,1
1200,,2
1201,only if its yellow cake  chocolate frosting,2
1202,yo fat ugly ass couldnt even pull the ugly bitch in the school,1
1203,somebody whos that much of a moron and a pussy doesnt belong on the force,1
1204,is it full of niggers,0
1205,big bro thought he was on house partys pajama jam like a bitch,1
1206,tell me how that sounds stupid you were pretending to be a female and talking to a guy you a faggot,0
1207,i learned from the great asia torres  take notes bitch,1
1208,see dis what happens when a colored man move into s neighborhood he aint been sick fo  days,1
1209,ion have a fb niggas on twitter aint worried about me  them ig nigga foe everybody so try again  my bffl got the hoes,1
1210,i see da dayd presidents coz my bitches and hoes be makin money day way,1
1211,top notch bitches,1
1212,faggot,0
1213,youre not funny trash,2
1214,thats hoser eh to you,1
1215,im going to blame the black man since they always blame whitey im an equal opportunity hater,0
1216,i also recommend pack of shiner bock and  hours of brisket duty at the pit feeding oak coals,2
1217,karma a bitch bruhh,1
1218,we should play together soon ive been playing with random faggots but its fun,0
1219,im not a trash talker brah im polite and diplomatic on and off the court,2
1220,he is a pussy an wouldnt show up bro,1
1221,do it you pussy,1
1222,shut up and miss you too fag,1
1223,you cant see it but im flipping you the bird,2
1224,knew he was gettin pussy later  he yakked  you look stoned as hell,1
1225,all the real gangsters knoww nate aint never loved no hoe,1
1226,on that th down incompletion both the slants looked like better options shame but theres a youth  lack of trust going on,2
1227,too bad bitch you in this shit forever,1
1228,yeahbut your the one who wanted followersyou gotta work it bitch,1
1229,is a fag,1
1230,dykes arent even human tbh like what empowered them to dress like a man but like bitches some alien shit,1
1231,thats why im partially glad that i have to say hi ho kermit the frog here to slip into my kermit voice well,2
1232,sameeee bitch asss lol,1
1233,they do why else do teachers constantly bitch about pay,1
1234,ehh it was tough but yeah lol jk of course niglet,1
1235,pussy put yo ass to sleep now im calling you nyquil,1
1236,ha im actually going to see a yankee game as weird as it sounds my uncles house in nj is an hour away,2
1237,jessica im not afraid to slit your throat tomorrow,2
1238,ill fucking merk a bitch dude dont fuck with me,1
1239,how are you argie,1
1240,bitch what huh nigga am not gonna do damn thing sir this my page oh what u forgot,1
1241,xbox live fags,1
1242,bitch yesssss i make girls mad,1
1243,stegosaurus hissed like a snake pterodactyl sounded like a crowtrex like a cross between a parrot and an elephant,2
1244,lmfaoooo im tryna see how many hoes i can lure in,1
1245,i understand why everyone loves pussy,1
1246,can a quote this and tag a bitch,1
1247,only bad bitches in roe r u,1
1248,your mama raised you as bitch right,1
1249,quit being a bitch,1
1250,i put lotion on bitch ass nigga,1
1251,lol then they have one more flavor i think its yellow idk but yea there bomb,2
1252,well i know you like it when children are murdered kind of weird you would be such a little bitch about a twitter list,1
1253,just look for the realest niggah on rosecrans that be me lol,1
1254,i know all the bitches love me,1
1255,trust me after i tweeted that i was like damn im a fag,1
1256,bitch  if they wasnt,1
1257,dont forget nappy headed butt ugly bitch whos married to a muslim,1
1258,ruga bussed yo bitch,1
1259,quit ya hating you oyster lookin ass bitch,1
1260,bitch what time,1
1261,no the fuck it doesnt its a fucking song wtf r u talking about yes the fuck i can bitch,1
1262,bitch what where yall be at come to town east mall u and your bitch fuck boys,1
1263,then bring your bitch ass to town east bitch,1
1264,i heard your mama raised you like bitch,1
1265,no thats what u think i just dont like pussy boys who run they mouth but they cant back they words up,1
1266,and stop being a bitch made nigga and man up and show up for that ass whooping,1
1267,and why would i care what a bitch ass nigga think and u dont understand how fucking scary u look,1
1268,bitch am not i really dont fucking like you why the fuck are you even talking to me,1
1269,bitch cause u wanted to fight and you didnt show up and tryna make a bet and shit get yo friendly ass off my twitter,1
1270,bitch what no it must of flew over u head cuz u didnt show up at plano senior high school in plano tx fuck boy,1
1271,bitch whos fucking playing but you and how would u know what i smoke i dont fuck with friendly ass niggas,1
1272,bitch whos playing am not worried about you or your little faget ass friends at vines i know niggas at vines to so wtf u say,1
1273,is that all you have to say you sound like a little bitch nagging and shit where u be at,1
1274,oh am i lame but yo pussy ass didnt show up the fuck u talking bout oh scary ass white boy,1
1275,oh but i am and my grades say other wise so u can stfu and get off my twitter or u can box simple ass that pussy boy,1
1276,u can bring that bitch to,1
1277,u feel like dumb ass dont u pussy boy,1
1278,u made me drive all the way to plano then wanna bitch out,1
1279,wtf r u talking about i was in plano tx what r u talking about pussy boy,1
1280,you dumb fuck thats not a fucking full address you dumbass i dont live in plano so how the fuck would i know retard,1
1281,alright fag what about this,1
1282,dont watch me watch tv hoe,1
1283,im a boss ass bitch bitch bitch bitch bitch,1
1284,someone on facebook made a status defending him so i dropped a bomb full of knowledge on that bitch and unfriended,1
1285,lol tell liv none of her usual redneck hillbilly places an none of ur black gangsta places either,1
1286,fuck yo bitch ass,1
1287,kris griff is too ghetto to know anything about sperrys or vans,2
1288,atleast i wipe my ass trashy bitch,1
1289,so many hoes,1
1290,text me fag,1
1291,stfu prude ass basic ass bitch,1
1292,dont be a hurt little faggot,0
1293,niggas probably be watching me like look at this uncle tom ass rasta,1
1294,haha ive swatted that little bitch around all night starting to feel a bit sorry for him seriously,1
1295,nah they would probably call you out for being the obsessed faggot you are also nice try though,0
1296,text me bitch,1
1297,linda you just  yourself rn you retard,1
1298,bitch,1
1299,bitch,1
1300,what a bishhh  slap a hoe,1
1301,faggot,0
1302,thats that  never call a bitch again  shit,1
1303,for reals psycho ass bitch lol,1
1304,too pussy or what,1
1305,youre right momma aint raise no faggot,0
1306,yeah hoe ass nigga,1
1307,groves is trash imo,2
1308,no just a niggress that thinks shes human,1
1309,if racial minorities werent criminally inclined they wouldnt have so much to worry about act your color race traitor,2
1310,i mean we have other pics of me idk why you chose that one cough bitch cough,1
1311,bitches bow down,1
1312,thanks for saying hi today bitch,1
1313,i be thiiiiiiis close to going real east side detroit on they monkey ass but i dont,1
1314,i live in the eye of a white trash hurricane milwaukie or where people use bikes bc of duis not to save the environment,2
1315,drive you nigger,0
1316,what else do you expect from that nigger lover,0
1317,you guys are pussies,1
1318,thats life hoes gonna be hoes an you could blame tammy,1
1319,an coaches dont put them in positions to be successful the offensive struggles can all be put on gardner program is trash,2
1320,shut your dirty dirt trap you limp knees ashy footed blue balls isolated hamster wheel no nipples bitch,1
1321,they need to stop picking up ufcs trash though and build up there own fighters more,2
1322,try this one mikey none of that hick shit,1
1323,that talentless skag is a wardrobe malfunction,2
1324,you are an ignorant cunt,1
1325,you still are a cunt,1
1326,the person actually holding the ape is not paris its her sister,2
1327,never said i wanted to fuck a tranny,1
1328,well he is at genos so he is the ultimate faggot,0
1329,that mindless twat is shitting on hiphop hahahaha,1
1330,all this spaceship shit is retarded,1
1331,fake bitches,1
1332,i dont think he did the celestial dragon killed him,2
1333,back in high school w one fuck these hoes now nigga lol thats what they for,1
1334,fuck dyslexia is an bitch,1
1335,hoes these days,1
1336,steek d morele vinger maar in j neus zelfde soort types bij nato stenigt vrouwen by bosjes,2
1337,lmao if the shoes fit  lace them bitches up im talking in general,1
1338,bunch of pussies,1
1339,now im chewy high with a hard ass dick ooh there goes my pager could it be a trick bitch,1
1340,she looks like the pussy lips are huge,1
1341,im not a bully you halfretarded talking flotation device  i assure you im no bully,1
1342,everybody look at this birdkilling wind mill lover,2
1343,lmao whore my life on a bad day is better than any good day that youve ever had fuck a day bitch haha,1
1344,oh totes girl im also blasting mayday and wearing an oversized hoodie get at me queer,1
1345,remember dad running a rotary hoe over corn after a freeze to knock the dead leaves off after they turn brown,1
1346,youre a fucking faggot,0
1347,that funky monkey,2
1348,i got weed come over faggot,0
1349,and you a funny ofay my mammy woulda been happy i made friends wit da folk dat brought us to da new world in chains,1
1350,if you go could you hook up the plant city faggots or,0
1351,shes a dyke,1
1352,im outside where you at and im the pussy,1
1353,u good man long time my niggah,1
1354,bitch,1
1355,if you hate men so much why you trying to look like one stupid little cunt,1
1356,i would reply with the red emoji but im not a nigger,0
1357,btw genocide isnt war the people of gaza are no more combatants than the people of the warsaw ghetto,2
1358,right these hoes on my dick about u dats how,1
1359,unexplainable,2
1360,them hoes aint thick at all u clowning,1
1361,once it gets cold yall gonna be trash again lol,2
1362,ill see you guys later i gotta go bake my blood crackers,2
1363,when hollywood underwood took his shirt off and started screaming in the dark hah like a horror movie with the nips,1
1364,stfu u ugly dyke,0
1365,wtf mine was just a fried twinkie w powdered sugar i got hoed,1
1366,"bitch i might be
aesthetic",1
1367,ohhhhh you bitch,1
1368,that bastard obama is giving them to the fing wetbacks,1
1369,thats enough of making fun of retarded people talking that way,1
1370,boringhack allah and mohamed are also against fagsplease mention them as welldid god take away your balls as punishment,1
1371,wtf that bitch was driving around drunk,1
1372,pussies,1
1373,oh yeah and fuck the lakers too bitch boi,1
1374,no in the instrumental im not retarded _,1
1375,okay love you bitch,1
1376,brandy wanna b down ass bitches,1
1377,lol shut up bitchim alive i just been going through itbut im good now,1
1378,some negro amigo pulled a gun on nate and i a few weeks ago i was stoked,1
1379,just be like me make bitches move,1
1380,bitch what meet up at plano senior high school or vines i got some shit on my chest am going take it out on yall,1
1381,bitch that doesnt even make any sense bitch,1
1382,how could i be a fag but i like bitches please tell me,1
1383,oh ill make you some brownies alright,2
1384,bitch i taught you i know my mess ups,1
1385,yall defense too trash for that,2
1386,the jets are trash my bad i see what you meant,2
1387,wuss up bitch,1
1388,civic lx stick green with shitty paint on some beaner ass wheels with k miles no ac and no insurance hows that,1
1389,he wont bite we promise hes a friendly bird,2
1390,i save my best material for wmhs games ya know jus rain down hell upon any bitches that get in your way today,1
1391,fat hoes need a treadmill lol hmu therealwesjamescom,1
1392,long tittied no nipple having bitch,1
1393,all i wear is vineyard vines and american flag chubbies im the opposite of a wigga,2
1394,either trolling or retarded,1
1395,"you speak colored too
i thinks i be in love",2
1396,shut up faggot,0
1397,even that bitch has to admit something isnt right with our,1
1398,i guess you used to getting bitch cause idk anybody that juss let ppl disrespect them n just sit there thts how all this,1
1399,apes,2
1400,patrick you aint nottin but a hood nigga top bitch nigga,1
1401,sweetest bitch youll ever meet,1
1402,yall got the taxis right now and can i get the oreo s right now if possible,2
1403,wake up you little bitch and follow me,1
1404,that would be a joint then retard,1
1405,some random ass bitch who showed up and just left an hour later,1
1406,these hoe ass niggas aint get nobody in free agency,1
1407,you make me feel all warm and fuzzy inside,2
1408,thanks hun  im so crushed i love working out itll be months gone by the time i go back,2
1409,i tell it how it is if yu ain uh bitch or uh hoe i call yu by yo name,1
1410,my real lil bro even tho cuh a bitch lmao,1
1411,what she means is shes a fat bitch,1
1412,its yo fault taking a nig out everyday,1
1413,practically anything thats colored red often contain red pigments extracted from the female coccus costa or cochineal insect,2
1414,we got  except eric holder gave them  the beaners  kill americans guess he is race blind,2
1415,i didnt tag you negro lol,2
1416,the redskins are doing pretty good this year,2
1417,best olineman is a rookie its him and a bunch of retards i wouldnt trust with a potato gun,1
1418,zactly after joique pounds that bitch bring in reggie for the gaping holes that will inevitably appear,1
1419,too prettynot to pretty jeezusmy redneck education is showing,2
1420,your dad is genuine happy guy because his kids arent niggers though  jimmy is my nigga eva,1
1421,youre such a darkie,1
1422,he gotta be colored,2
1423,just because some moist bint lobbed a sword at you you think youre some ladeda king,1
1424,lil b already to puff for the hoes,1
1425,i dont look like white trash im not pregnant and  gtfo i have hella gas so say something,0
1426,okay bitch tomorrow in the principals office be there,1
1427,intended to get pics but didnt have time must be a mud raceevent here this weekend is like a redneck convoy out there,2
1428,yall trash but  cold,2
1429,that bitch done have it to u on sunday my nigga,1
1430,clam it,2
1431,saw that theres a  slope to the wire that enough for a zipline,2
1432,ima fill ur clam out,2
1433,hes just a cunt and nobody likes him he should choke on shit,1
1434,of course bitch i kinda wanna attempt to play madden tho,1
1435,honestly the performers on there red carpet were trash hahahaahahahaha,2
1436,playoffs bitch,1
1437,faggot i knew you werent really my friend,0
1438,alot of these bitches themselves aint shit eitherbirds of a feather flock together,1
1439,like i said drose needs to stop being a pussy lol,1
1440,bird shit aint no joke,1
1441,bitch stfu u livin off our tax money too we pay shit just like u so dont get that white power shit to head,1
1442,good read  rt  why your cat thinks youre a huge unpredictable ape,2
1443,who is dis crack ass cracker,1
1444,keep these hoes on yet toes  dont tell them nothing,1
1445,yu betta watch cho mouf bout dat one dea hoe,1
1446,shantrell bitch we ainn talkn to you c yo ugly way out,1
1447,heyy hoe,1
1448,bitch i juss askd yu uh question yo ole choppa bullet head ahh,1
1449,dumb ass hoe,1
1450,dat shit crazy a nicca use to wear dat shit fr,1
1451,lol da nicca was str n friday wit out it but dude str uncle tom nicca now,1
1452,start telling all bitches how to live their lives can we get advice from gwenyth,1
1453,text me my phone being a cunt whore,1
1454,alright fag,1
1455,k now shut up hoe,1
1456,i bet i fuck yo bitch tho,1
1457,these bitch been sayin they was leaving since,1
1458,it makes you a nigger fucking a goat,0
1459,lmao bitch know we stand there everyday,1
1460,is that im a twat or im twat like formally,1
1461,uh youre trash,2
1462,blaxican,2
1463,im not a nigglet,1
1464,that bitch needs a tittielift,1
1465,hahaha it makes sense hoe p,1
1466,shut up bitch it looks smooth like a booty,1
1467,lucky monkey,2
1468,a bad bitch who knows her cars,1
1469,a bitch cant resist a nugga with a fresh cut shit i can hardly resist myself when j get one,1
1470,a ghetto girls best bet is to find work at a call center and try to climb that corporate latter,1
1471,a girlfriend is almost a bill lowkey so at this point in my life where i should be gettin outta my moms crib ill rather just have hoes,1
1472,a hoe nigga will not be tolerated,1
1473,a homeless dog living in a trash pile gets rescued and then does something amazing please share  via,2
1474,a lady approached me asking me if i was religious and when i said no she scolded me on how im going to hell see you there crazy bitch,1
1475,a nicca is hungry as hell,1
